vehicle_id,vehicle_type,plate_number,capacity_kg,status
14166,VAN,DL09LY4329,114.0,ACTIVE
22543,VAN,RJ25CA2839,383.0,ACTIVE
1684,BIKE,DL05VD9782,25.0,ACTIVE
17126,,DL06RO7142,26.0,INACTIVE
1139,TRUCK,RJ26DD6173,1517.0,MAINTENANCE
9362,VAN,DL09XF9745,410.0,ACTIVE
24339,VAN,DL07QT8035,203.0,ACTIVE
62,VAN,DL06TS1675,258.0,
579,VAN,DL02KF8279,485.0,ACTIVE
1111,VAN,RJ22ZC9860,405.0,MAINTENANCE
27390,VAN,RJ35VY1947,270.0,INACTIVE
19930,SCOOTER,123,15.0,ACTIVE
21044,TRUCK,DL07WD7369,619.0,INACTIVE
1428,VAN,RJ14CS6580,229.0,INACTIVE
15007,TRUCK,RJ34BW3532,1546.0,ACTIVE
16152,SCOOTER,DL04DF8670,31.0,INACTIVE
19409,BIKE,RJ37AL8443,28.0,ACTIVE
13715,SCOOTER,RJ23DO1190,26.0,MAINTENANCE
12778,BIKE,DL04FD1856,28.0,MAINTENANCE
26905,SCOOTER,RJ31JT5855,17.0,INACTIVE
5724,BIKE,DL09NQ6417,16.0,MAINTENANCE
13625,SCOOTER,DL05FK4940,28.0,ACTIVE
12499,SCOOTER,RJ20DJ2130,32.0,ACTIVE
16813,VAN,DL08QM4535,438.0,INACTIVE
18418,BIKE,DL09OE1190,23.0,INACTIVE
10023,UNKNOWN,RJ30WW8182,14.0,ACTIVE
7251,TRUCK,RJ15TA2821,1663.0,MAINTENANCE
677,TRUCK,INVALID,608.0,ACTIVE
22121,BIKE,RJ15IR2300,13.0,ACTIVE
7539,BIKE,RJ29LI6645,28.0,INACTIVE
13295,UNKNOWN,DL07XH2943,,ACTIVE
14152,BIKE,DL04ZO3381,13.0,INACTIVE
1661,SCOOTER,DL04QV4006,24.0,INACTIVE
13063,BIKE,DL08GU7627,28.0,ACTIVE
26576,SCOOTER,RJ15YT8238,29.0,INACTIVE
16585,VAN,DL05AH9323,376.0,MAINTENANCE
783,TRUCK,RJ37WZ9212,1531.0,ACTIVE
23811,VAN,RJ30UT2751,342.0,INACTIVE
18239,BIKE,RJ31HV6212,14.0,ACTIVE
17558,VAN,RJ27UQ6781,461.0,INACTIVE
9989,SCOOTER,DL07WB1215,28.0,ACTIVE
24924,SCOOTER,RJ16CN9779,19.0,MAINTENANCE
15519,BIKE,RJ13QZ8806,-1.0,ACTIVE
24129,BIKE,RJ28CR9072,17.0,ACTIVE
10426,VAN,DL03UD5863,421.0,ACTIVE
13979,TRUCK,RJ13WJ4064,1918.0,INACTIVE
2847,BIKE,DL01RZ8613,16.0,INACTIVE
25859,,DL07YP6489,-1.0,ACTIVE
184,VAN,DL05KL6112,164.0,ACTIVE
9512,BIKE,RJ37DY6528,20.0,INACTIVE
3167,TRUCK,RJ25MG6395,793.0,MAINTENANCE
4062,BIKE,DL07YT2690,15.0,MAINTENANCE
2298,VAN,INVALID,319.0,ACTIVE
19667,BIKE,DL07BA1494,20.0,ACTIVE
15784,SCOOTER,DL02ZF1848,16.0,INACTIVE
25551,VAN,RJ17HR6671,161.0,ACTIVE
2837,BIKE,RJ35AT4117,23.0,MAINTENANCE
22825,BIKE,RJ33ND9924,21.0,ACTIVE
24628,SCOOTER,DL02XR9296,24.0,ACTIVE
25412,SCOOTER,RJ23RR5239,21.0,INACTIVE
16852,VAN,DL08QM4535,229.0,INACTIVE
28846,BIKE,RJ26IM2556,16.0,ACTIVE
24037,,DL06MZ9658,25.0,ACTIVE
1956,BIKE,RJ31PL4572,14.0,ACTIVE
2356,VAN,XXX000,9999.0,ACTIVE
24560,BIKE,DL08IL3975,23.0,ACTIVE
13294,SCOOTER,RJ33DS1789,24.0,ACTIVE
28655,VAN,RJ26UC6406,417.0,ACTIVE
18856,,DL03RG5707,20.0,ACTIVE
7290,BIKE,DL04VJ7394,17.0,ACTIVE
7756,BIKE,DL04JE2587,15.0,MAINTENANCE
28426,SCOOTER,DL04AB4024,39.0,ACTIVE
12248,BIKE,RJ21PN7615,24.0,ACTIVE
7121,SCOOTER,DL04GY3485,30.0,ACTIVE
4563,SCOOTER,DL06ZM6521,35.0,ACTIVE
14251,SCOOTER,RJ35AT4117,31.0,
534,BIKE,RJ20DI9656,13.0,ACTIVE
24697,???,DL07OV7344,14.0,ACTIVE
27054,VAN,DL05XI5441,139.0,ACTIVE
8662,,RJ23DR5280,547.0,INACTIVE
12355,SCOOTER,RJ25EC3279,20.0,MAINTENANCE
4636,BIKE,DL04DF8670,18.0,ACTIVE
2743,BIKE,DL09XP8185,19.0,ACTIVE
13990,BIKE,DL04OE4467,20.0,MAINTENANCE
6142,BIKE,RJ21BX3110,20.0,ACTIVE
3762,BIKE,RJ38AA8163,21.0,MAINTENANCE
15889,BIKE,DL03RZ8329,14.0,ACTIVE
14624,TRUCK,DL03DS7968,693.0,INACTIVE
14816,BIKE,DL02XR9296,27.0,MAINTENANCE
17945,VAN,DL06QA8803,210.0,ACTIVE
1228,TRUCK,RJ14TS4190,1761.0,ACTIVE
16774,BIKE,RJ17BR8207,22.0,ACTIVE
4735,BIKE,RJ15YT8238,20.0,ACTIVE
15934,BIKE,DL08OS4574,22.0,ACTIVE
7444,TRUCK,RJ28JY1788,9999.0,ACTIVE
9459,BIKE,RJ20DC4288,-1.0,ACTIVE
19089,TRUCK,DL04UE2898,769.0,MAINTENANCE
28409,VAN,RJ12OJ6091,131.0,MAINTENANCE
4290,BIKE,RJ14CS6580,14.0,MAINTENANCE
16225,BIKE,DL06NS9162,15.0,MAINTENANCE
24306,BIKE,RJ11CR9990,19.0,INACTIVE
8046,SCOOTER,DL03RZ8329,22.0,ACTIVE
28013,BIKE,DL01ZU8699,23.0,ACTIVE
11973,BIKE,DL01QI2813,20.0,MAINTENANCE
29345,SCOOTER,RJ24AH8679,,ACTIVE
5761,BIKE,DL08EN3574,29.0,ACTIVE
19794,VAN,DL08TS9730,479.0,ACTIVE
8523,TRUCK,DL06BZ5046,1100.0,INACTIVE
3993,TRUCK,RJ30XW5327,1919.0,ACTIVE
22376,SCOOTER,RJ11BW8577,-1.0,MAINTENANCE
13524,???,DL07IE5208,964.0,ACTIVE
23429,SCOOTER,RJ33JN3829,35.0,INACTIVE
21530,TRUCK,RJ15EN1404,1782.0,ACTIVE
27725,BIKE,RJ39LG5644,,ACTIVE
1079,BIKE,RJ10XC1083,28.0,INACTIVE
26896,TRUCK,RJ37UF7040,686.0,INACTIVE
1567,SCOOTER,123,17.0,ACTIVE
24247,BIKE,RJ30UT2751,28.0,
19031,SCOOTER,RJ37EV1281,26.0,ACTIVE
9103,VAN,RJ24SH8025,239.0,INACTIVE
1146,VAN,RJ20DI9656,103.0,ACTIVE
4515,BIKE,RJ11CR9990,25.0,ACTIVE
28643,SCOOTER,DL09EC9468,,ACTIVE
17118,SCOOTER,DL02XO8223,16.0,ACTIVE
10251,VAN,INVALID,183.0,ACTIVE
25113,BIKE,RJ37WZ9212,14.0,ACTIVE
15549,BIKE,RJ17VR9122,,ACTIVE
19332,SCOOTER,RJ19CP9243,26.0,ACTIVE
14667,SCOOTER,DL04YI2834,38.0,ACTIVE
10839,TRUCK,RJ30CE6288,1248.0,INACTIVE
28658,TRUCK,RJ22JX1850,1286.0,INACTIVE
1545,BIKE,DL01MP9549,20.0,INACTIVE
21644,TRUCK,DL02YV6509,965.0,INACTIVE
17646,SCOOTER,DL08GU3076,33.0,ACTIVE
10797,BIKE,DL02XR9296,11.0,INACTIVE
4512,???,DL05CR7067,23.0,ACTIVE
5668,BIKE,RJ20AR2881,19.0,MAINTENANCE
3178,UNKNOWN,DL02LX4535,928.0,ACTIVE
10992,BIKE,DL07CI2586,25.0,ACTIVE
13532,SCOOTER,DL06MZ9658,24.0,ACTIVE
14214,BIKE,RJ25RI9599,19.0,ACTIVE
28218,BIKE,DL01KL1780,15.0,ACTIVE
1282,VAN,RJ24UB1744,318.0,ACTIVE
25707,BIKE,RJ30MW1996,26.0,ACTIVE
8285,SCOOTER,RJ29XN7485,39.0,INACTIVE
6176,VAN,DL06RO7142,220.0,ACTIVE
24383,BIKE,RJ38BQ3095,24.0,ACTIVE
12800,SCOOTER,DL01EK8168,37.0,ACTIVE
2472,VAN,DL03LZ6110,432.0,INACTIVE
11459,BIKE,RJ25HY9322,28.0,ACTIVE
10295,TRUCK,RJ23YE6144,837.0,MAINTENANCE
5588,TRUCK,RJ37NX1914,1411.0,ACTIVE
9661,BIKE,RJ12YG6872,27.0,MAINTENANCE
20223,TRUCK,RJ17HR6671,1024.0,ACTIVE
4467,???,RJ37TJ9706,23.0,INACTIVE
10467,BIKE,DL02LJ1323,16.0,ACTIVE
6374,VAN,RJ22YR1891,,INACTIVE
14433,BIKE,123,18.0,ACTIVE
15498,SCOOTER,RJ28JY1788,24.0,MAINTENANCE
20413,SCOOTER,DL03RL2006,38.0,ACTIVE
27173,VAN,DL09GO7867,358.0,ACTIVE
24600,BIKE,RJ25QE2541,26.0,INACTIVE
6321,VAN,RJ39TF6316,484.0,INACTIVE
660,,RJ28RG3138,15.0,INACTIVE
19246,BIKE,RJ26UG6727,15.0,MAINTENANCE
18657,BIKE,DL07WB1215,25.0,ACTIVE
12319,TRUCK,RJ37ST6229,1994.0,INACTIVE
20494,VAN,DL01HR2445,453.0,ACTIVE
10910,SCOOTER,RJ18TS9849,25.0,ACTIVE
13826,VAN,RJ26LL3044,235.0,MAINTENANCE
3600,BIKE,DL03RY8465,-1.0,ACTIVE
5903,BIKE,DL04GR3365,21.0,ACTIVE
15932,VAN,RJ37TJ9706,251.0,ACTIVE
23477,,DL05IY9724,,ACTIVE
1788,TRUCK,DL08FU6063,1007.0,INACTIVE
4295,BIKE,RJ10ZE6363,27.0,ACTIVE
15756,VAN,DL01ZC5740,493.0,ACTIVE
17253,TRUCK,DL06AQ4887,1506.0,ACTIVE
20714,BIKE,DL02DJ1641,14.0,INACTIVE
17837,BIKE,DL01WB6523,14.0,ACTIVE
21578,BIKE,DL06MY5699,22.0,INACTIVE
16557,SCOOTER,DL08OS4574,,INACTIVE
12286,BIKE,RJ25UZ5406,22.0,ACTIVE
21178,TRUCK,DL05JI3382,1747.0,
29170,BIKE,DL08FJ5641,23.0,INACTIVE
4040,TRUCK,DL07ET2578,1554.0,ACTIVE
13500,BIKE,RJ38BJ1983,23.0,INACTIVE
9870,TRUCK,RJ37ZY6003,1699.0,MAINTENANCE
29679,TRUCK,RJ18ZQ8037,1664.0,MAINTENANCE
23451,TRUCK,DL09LL6740,1716.0,ACTIVE
10679,TRUCK,RJ15EN1404,1163.0,INACTIVE
3915,SCOOTER,DL08KU6262,20.0,INACTIVE
29044,SCOOTER,DL02CS1696,17.0,ACTIVE
12645,TRUCK,DL07QT8035,1182.0,ACTIVE
23264,TRUCK,DL06MM5448,1038.0,ACTIVE
2408,VAN,RJ21GO3927,422.0,MAINTENANCE
25041,VAN,DL05NK8012,403.0,ACTIVE
17689,SCOOTER,RJ33RD7347,34.0,ACTIVE
2345,BIKE,DL05JV8785,21.0,ACTIVE
3077,VAN,RJ34FA9194,215.0,ACTIVE
27468,SCOOTER,RJ31DT4771,21.0,MAINTENANCE
5606,TRUCK,DL09PU1195,1253.0,INACTIVE
10500,SCOOTER,RJ15YT8238,15.0,ACTIVE
17655,VAN,DL08EY6347,243.0,ACTIVE
6324,BIKE,DL08FJ5641,18.0,INACTIVE
20399,BIKE,DL07GE1382,26.0,INACTIVE
24925,BIKE,RJ35KC7839,28.0,ACTIVE
24083,SCOOTER,RJ19VL8273,30.0,MAINTENANCE
15940,VAN,DL04MT8755,398.0,MAINTENANCE
7896,SCOOTER,DL05UW6559,34.0,ACTIVE
21007,SCOOTER,RJ38HC3742,18.0,INACTIVE
25367,BIKE,RJ24UB1744,22.0,ACTIVE
17985,VAN,RJ23FZ3718,465.0,ACTIVE
24173,BIKE,RJ25KT7097,19.0,ACTIVE
9042,BIKE,RJ15YC5337,20.0,MAINTENANCE
14848,BIKE,RJ10BF8956,25.0,MAINTENANCE
18014,BIKE,DL07QT8035,14.0,ACTIVE
12017,TRUCK,RJ26AK3501,737.0,MAINTENANCE
7529,VAN,RJ19EG9163,112.0,MAINTENANCE
7201,SCOOTER,RJ27SO6830,23.0,ACTIVE
23335,SCOOTER,DL01MD5045,31.0,ACTIVE
15280,SCOOTER,RJ31JT5855,26.0,ACTIVE
29513,TRUCK,RJ33NY4896,576.0,ACTIVE
18171,BIKE,DL09AL2981,15.0,INACTIVE
10163,SCOOTER,123,18.0,ACTIVE
29301,SCOOTER,RJ17AY1149,,ACTIVE
21987,SCOOTER,RJ29LI6645,24.0,ACTIVE
158,SCOOTER,RJ27GX5318,30.0,ACTIVE
4077,VAN,RJ26UY6128,203.0,INACTIVE
8381,TRUCK,DL08EH2778,1513.0,INACTIVE
3578,VAN,RJ23JE7171,194.0,INACTIVE
26037,TRUCK,DL06PT9940,,ACTIVE
16838,TRUCK,RJ29SV7372,668.0,ACTIVE
6210,BIKE,DL07PC7968,15.0,INACTIVE
5857,VAN,RJ26DH5985,127.0,ACTIVE
27721,VAN,DL07VI2511,280.0,MAINTENANCE
28792,BIKE,RJ36UZ8698,22.0,ACTIVE
15571,TRUCK,RJ17HR6671,1324.0,ACTIVE
21503,VAN,DL02IL6076,392.0,ACTIVE
172,VAN,INVALID,192.0,ACTIVE
6115,SCOOTER,DL04KO7639,38.0,ACTIVE
27310,TRUCK,DL09HG7611,1070.0,ACTIVE
8144,UNKNOWN,RJ38ZP7070,231.0,INACTIVE
14500,VAN,INVALID,459.0,ACTIVE
22594,VAN,RJ25QE2541,217.0,INACTIVE
4067,VAN,DL05KL7168,285.0,ACTIVE
12893,BIKE,DL01MQ5107,20.0,ACTIVE
22606,TRUCK,DL08PQ9448,1924.0,MAINTENANCE
21756,BIKE,RJ26AH5079,16.0,MAINTENANCE
9860,SCOOTER,DL04ST5345,27.0,INACTIVE
19411,VAN,RJ27GX5318,109.0,ACTIVE
3014,BIKE,DL08QJ4860,22.0,ACTIVE
27295,,DL05CH2494,26.0,ACTIVE
20770,BIKE,RJ13XD6343,15.0,MAINTENANCE
24345,VAN,DL06WE3883,112.0,ACTIVE
13395,BIKE,RJ24MX2355,25.0,ACTIVE
29147,TRUCK,RJ30MW1996,859.0,INACTIVE
20880,SCOOTER,DL06MM1496,28.0,MAINTENANCE
17639,VAN,DL09NN5172,482.0,ACTIVE
2570,VAN,DL08EV9011,293.0,MAINTENANCE
27846,VAN,DL09KZ1601,263.0,INACTIVE
14156,TRUCK,RJ36DT2613,1831.0,INACTIVE
3207,SCOOTER,DL05AO8079,23.0,
5631,VAN,RJ21ZP5126,,ACTIVE
15830,SCOOTER,DL01LW7970,36.0,INACTIVE
18902,TRUCK,DL07GE1382,1840.0,ACTIVE
21057,BIKE,DL03VO5849,29.0,ACTIVE
13618,???,RJ35VW6737,19.0,
22566,VAN,RJ10UI5658,356.0,ACTIVE
22460,TRUCK,DL02NG9687,951.0,ACTIVE
7246,BIKE,DL02OU1703,,ACTIVE
8621,SCOOTER,RJ31DT4771,32.0,ACTIVE
23085,BIKE,RJ12CL9122,12.0,INACTIVE
20819,VAN,RJ28CT4741,269.0,INACTIVE
28591,SCOOTER,RJ31PB1855,37.0,ACTIVE
15974,VAN,RJ23AY5631,475.0,INACTIVE
27099,BIKE,RJ15LN6633,23.0,ACTIVE
7882,TRUCK,DL06ON2382,1975.0,MAINTENANCE
19645,BIKE,RJ28GI4307,13.0,ACTIVE
17235,VAN,DL04MT8755,176.0,ACTIVE
28588,BIKE,DL05BF1004,23.0,ACTIVE
19337,SCOOTER,DL01JM7401,16.0,ACTIVE
7697,BIKE,DL03RX3475,22.0,INACTIVE
10552,BIKE,DL02XO8223,19.0,INACTIVE
8866,BIKE,DL08RD7522,12.0,INACTIVE
16551,VAN,RJ36OL2306,231.0,ACTIVE
28405,VAN,RJ12BJ2817,337.0,ACTIVE
12367,BIKE,DL04GY3485,22.0,INACTIVE
2562,VAN,DL09OE1190,450.0,MAINTENANCE
15412,,RJ11DG2030,419.0,MAINTENANCE
29986,SCOOTER,INVALID,26.0,ACTIVE
2821,VAN,RJ26DD6173,114.0,ACTIVE
5835,SCOOTER,DL04SC6719,26.0,ACTIVE
15261,BIKE,RJ22CV8611,17.0,INACTIVE
704,BIKE,RJ38WM6872,24.0,ACTIVE
23381,SCOOTER,DL04FM6271,25.0,ACTIVE
2792,BIKE,RJ28ZJ9576,14.0,INACTIVE
389,SCOOTER,DL05XI5441,15.0,ACTIVE
17475,BIKE,DL09EJ2975,20.0,INACTIVE
21459,BIKE,DL05FH7115,16.0,ACTIVE
11743,SCOOTER,DL01KL1780,24.0,INACTIVE
14574,TRUCK,RJ24PA7174,650.0,INACTIVE
24593,TRUCK,DL07GU7981,,ACTIVE
19161,SCOOTER,RJ35AR1982,25.0,ACTIVE
1327,,RJ25TV4960,533.0,ACTIVE
25777,BIKE,RJ12WK5825,11.0,ACTIVE
6898,SCOOTER,DL04EQ3886,25.0,ACTIVE
16517,VAN,DL04XV9176,243.0,ACTIVE
18369,SCOOTER,RJ21MB2042,24.0,ACTIVE
5895,SCOOTER,RJ24RS4767,29.0,ACTIVE
28358,VAN,INVALID,300.0,ACTIVE
18265,SCOOTER,DL04NR8494,16.0,INACTIVE
20419,SCOOTER,DL07VX8390,39.0,ACTIVE
9438,BIKE,RJ35SV8540,11.0,ACTIVE
26189,VAN,XXX000,121.0,ACTIVE
1651,BIKE,DL01YN4618,11.0,ACTIVE
10874,TRUCK,DL06AQ4887,,INACTIVE
4960,???,RJ25BB6546,30.0,INACTIVE
5249,SCOOTER,RJ16XS1903,17.0,INACTIVE
29780,TRUCK,RJ37XP2489,1275.0,INACTIVE
24310,TRUCK,RJ37AH4765,1716.0,ACTIVE
25223,TRUCK,DL05PE6611,966.0,INACTIVE
436,BIKE,RJ39EM5697,21.0,ACTIVE
13839,SCOOTER,RJ38DM7266,26.0,INACTIVE
27450,BIKE,DL01IM9536,23.0,ACTIVE
18470,BIKE,DL08PQ9448,21.0,ACTIVE
7431,BIKE,RJ24NL2294,10.0,ACTIVE
9967,SCOOTER,DL01ZU8699,25.0,INACTIVE
6542,BIKE,RJ37RT7418,23.0,ACTIVE
12816,,RJ14YV2077,29.0,ACTIVE
23862,TRUCK,RJ19TH8889,817.0,ACTIVE
6642,SCOOTER,INVALID,,ACTIVE
28040,VAN,DL02CN9524,184.0,
2563,BIKE,DL06ZM8950,24.0,ACTIVE
23870,VAN,DL01ZU8699,164.0,ACTIVE
11669,TRUCK,DL08EH2778,,ACTIVE
26441,SCOOTER,RJ20KT2179,15.0,ACTIVE
14094,VAN,DL06MM5448,127.0,MAINTENANCE
18513,???,RJ31PB1855,24.0,ACTIVE
1792,BIKE,DL04VJ7394,15.0,ACTIVE
25125,BIKE,DL07VX8390,10.0,ACTIVE
14889,SCOOTER,DL02CK8297,,ACTIVE
14637,SCOOTER,DL07JI8086,32.0,ACTIVE
25056,BIKE,RJ23CU9134,21.0,ACTIVE
7337,SCOOTER,RJ20XM7296,19.0,ACTIVE
26307,BIKE,DL03HM8962,,ACTIVE
16360,VAN,RJ11ML3334,119.0,ACTIVE
7014,UNKNOWN,DL07VO2587,21.0,MAINTENANCE
7322,SCOOTER,RJ17RQ2257,26.0,ACTIVE
4688,VAN,DL08YM1535,120.0,INACTIVE
28045,VAN,DL02XR9296,321.0,ACTIVE
16823,BIKE,DL09LY4329,25.0,ACTIVE
8724,VAN,INVALID,204.0,INACTIVE
15625,BIKE,RJ26ZP6261,23.0,INACTIVE
18980,TRUCK,RJ39WV5164,998.0,INACTIVE
27462,BIKE,RJ24DJ9652,28.0,ACTIVE
6114,SCOOTER,XXX000,24.0,ACTIVE
27956,SCOOTER,DL04KR7741,16.0,INACTIVE
20795,VAN,RJ25QE2541,265.0,ACTIVE
8384,SCOOTER,RJ18TS9849,21.0,MAINTENANCE
16942,BIKE,RJ28YK2085,20.0,ACTIVE
22042,VAN,RJ31JT5855,332.0,ACTIVE
25930,TRUCK,RJ23SK2557,998.0,INACTIVE
15957,SCOOTER,123,18.0,ACTIVE
12771,TRUCK,RJ26ET7146,556.0,INACTIVE
29531,SCOOTER,123,38.0,MAINTENANCE
29603,VAN,DL07YP6489,147.0,INACTIVE
5029,???,DL05SZ4501,23.0,ACTIVE
14102,BIKE,RJ35OC7884,16.0,ACTIVE
6819,TRUCK,DL01MQ5107,714.0,ACTIVE
20434,VAN,DL06UN8293,,ACTIVE
27004,VAN,RJ28ZJ9576,255.0,MAINTENANCE
23530,VAN,RJ30WW8182,316.0,INACTIVE
18833,BIKE,RJ34TO8976,13.0,ACTIVE
23963,BIKE,RJ32HW4340,24.0,ACTIVE
26473,BIKE,DL08QD1360,12.0,ACTIVE
26438,SCOOTER,RJ32TJ3361,34.0,MAINTENANCE
23722,BIKE,DL05VZ9346,15.0,ACTIVE
5542,TRUCK,DL02QE7055,,ACTIVE
22793,BIKE,DL07YY5425,20.0,ACTIVE
9836,BIKE,RJ18VG8170,13.0,MAINTENANCE
18365,SCOOTER,RJ29DN5033,21.0,ACTIVE
21460,SCOOTER,DL02TQ3590,31.0,ACTIVE
26718,SCOOTER,DL01YN4618,18.0,MAINTENANCE
29150,TRUCK,RJ35ZD8363,1998.0,ACTIVE
22187,???,RJ39XQ6676,13.0,MAINTENANCE
21709,VAN,DL04YS4296,112.0,INACTIVE
11402,SCOOTER,RJ28JY1788,16.0,INACTIVE
11787,SCOOTER,DL05BW8805,31.0,ACTIVE
19827,SCOOTER,RJ22QZ4705,37.0,MAINTENANCE
7328,VAN,RJ23YE6144,265.0,INACTIVE
23406,TRUCK,RJ35KX3594,1434.0,ACTIVE
2997,BIKE,RJ25CA2839,11.0,INACTIVE
21598,VAN,RJ15OI1916,153.0,ACTIVE
27442,BIKE,DL09MU4236,15.0,ACTIVE
25957,VAN,RJ18FN4725,442.0,ACTIVE
27381,???,RJ23DW7990,22.0,INACTIVE
7982,TRUCK,RJ23DR5280,1450.0,ACTIVE
5735,BIKE,RJ26AC5088,27.0,ACTIVE
2869,SCOOTER,DL05FK4940,28.0,ACTIVE
8510,,RJ25UZ5406,244.0,ACTIVE
11386,VAN,RJ31PB1855,340.0,ACTIVE
26185,SCOOTER,DL08GU7627,39.0,MAINTENANCE
20547,BIKE,DL05AO4600,19.0,INACTIVE
25495,SCOOTER,DL03ZL5782,16.0,ACTIVE
28201,TRUCK,DL06UN8293,1151.0,MAINTENANCE
12491,BIKE,RJ28AJ4930,21.0,ACTIVE
680,BIKE,RJ18RX1325,16.0,INACTIVE
26660,BIKE,RJ18LZ9930,17.0,MAINTENANCE
26673,VAN,RJ25EC3279,298.0,ACTIVE
17839,BIKE,RJ19CR7049,20.0,ACTIVE
1353,BIKE,RJ31HV6212,11.0,ACTIVE
3903,SCOOTER,DL06XU6815,19.0,ACTIVE
26136,BIKE,RJ10UB2861,11.0,INACTIVE
7062,TRUCK,DL05BW8805,1195.0,ACTIVE
18022,SCOOTER,DL08FJ5641,26.0,ACTIVE
9237,VAN,INVALID,208.0,INACTIVE
12347,SCOOTER,RJ34BC3525,29.0,INACTIVE
12372,SCOOTER,DL02HN4015,32.0,INACTIVE
1097,BIKE,DL01WC2398,16.0,
5806,VAN,RJ14DM5574,246.0,ACTIVE
21698,SCOOTER,RJ33QK8404,34.0,ACTIVE
3403,BIKE,RJ25BB6546,,ACTIVE
17329,BIKE,RJ28YR5033,25.0,INACTIVE
18971,BIKE,DL01ZC5740,29.0,INACTIVE
27403,SCOOTER,DL06FM6904,32.0,ACTIVE
4555,TRUCK,DL02WU3175,1162.0,ACTIVE
11273,SCOOTER,DL01TZ1879,25.0,ACTIVE
7811,VAN,DL06QA8803,376.0,ACTIVE
6557,VAN,DL01CR7549,409.0,ACTIVE
14400,BIKE,RJ25BB6546,15.0,
19464,BIKE,DL04KR7741,17.0,ACTIVE
17835,VAN,DL05DL2698,179.0,ACTIVE
18129,,RJ28CR9072,10.0,INACTIVE
10666,VAN,DL05BF1004,364.0,ACTIVE
3372,BIKE,DL05TP2154,16.0,ACTIVE
23592,SCOOTER,DL02XE3828,15.0,INACTIVE
4368,TRUCK,RJ20DE8421,1527.0,ACTIVE
21303,SCOOTER,DL07GE1382,23.0,INACTIVE
4239,SCOOTER,RJ39PS5439,29.0,ACTIVE
9999,,RJ33KR6755,14.0,MAINTENANCE
28518,VAN,DL01MN5301,403.0,INACTIVE
6832,VAN,RJ15OY9424,287.0,ACTIVE
7518,VAN,RJ29XN7485,414.0,ACTIVE
29082,VAN,DL01WB6523,442.0,ACTIVE
11468,VAN,123,122.0,ACTIVE
20635,SCOOTER,DL09OG3608,18.0,ACTIVE
21816,BIKE,DL05VD9782,10.0,INACTIVE
26690,BIKE,RJ38ZP7070,12.0,ACTIVE
10614,BIKE,DL04AI9625,20.0,ACTIVE
10480,BIKE,DL06XC3654,11.0,MAINTENANCE
23558,TRUCK,DL04ZW1347,1594.0,ACTIVE
20890,SCOOTER,RJ17UG7451,39.0,ACTIVE
8763,SCOOTER,DL03RY8465,24.0,ACTIVE
5762,BIKE,DL02OU1703,27.0,ACTIVE
12442,SCOOTER,DL08MO3702,27.0,ACTIVE
27359,SCOOTER,RJ19IY2294,-1.0,ACTIVE
11641,SCOOTER,RJ17GD3652,24.0,ACTIVE
549,BIKE,DL04XP8658,11.0,ACTIVE
27726,BIKE,RJ28GI4307,27.0,ACTIVE
25798,VAN,DL05UQ9036,328.0,ACTIVE
23171,SCOOTER,RJ15ZW7307,20.0,ACTIVE
19963,VAN,DL06DC4510,395.0,MAINTENANCE
21579,TRUCK,DL01EK8168,1758.0,ACTIVE
11953,VAN,DL07KU3963,486.0,INACTIVE
18870,SCOOTER,RJ32QK5880,24.0,ACTIVE
20921,TRUCK,DL09WL2730,1999.0,MAINTENANCE
9320,SCOOTER,DL01JM7401,,INACTIVE
3945,VAN,RJ35YD2472,337.0,INACTIVE
949,BIKE,INVALID,13.0,ACTIVE
4309,SCOOTER,RJ24TP8928,39.0,
29429,VAN,DL02KC2589,132.0,ACTIVE
11694,BIKE,DL09LH9952,27.0,INACTIVE
17977,SCOOTER,DL07MP9482,23.0,ACTIVE
23222,SCOOTER,RJ20PO6228,15.0,ACTIVE
24690,BIKE,DL08EH2778,19.0,ACTIVE
24927,TRUCK,RJ35CQ4460,1255.0,ACTIVE
5870,BIKE,DL08OS4574,-1.0,ACTIVE
28126,BIKE,RJ38TN5867,13.0,ACTIVE
2394,TRUCK,DL08YM1535,737.0,ACTIVE
21108,SCOOTER,RJ14YK5340,38.0,INACTIVE
28352,BIKE,RJ23SK2557,29.0,MAINTENANCE
5009,TRUCK,DL04DA4948,1472.0,MAINTENANCE
449,SCOOTER,DL08FU6063,31.0,INACTIVE
25696,TRUCK,RJ14XC7736,1919.0,ACTIVE
13981,TRUCK,RJ32JD7566,815.0,MAINTENANCE
11210,,123,22.0,ACTIVE
16772,BIKE,RJ22HD6385,10.0,ACTIVE
17367,SCOOTER,INVALID,9999.0,MAINTENANCE
24715,UNKNOWN,RJ26IM2556,336.0,
17186,BIKE,RJ32WU8659,10.0,ACTIVE
28138,TRUCK,DL09EA4804,1554.0,INACTIVE
9365,SCOOTER,DL01RZ8613,36.0,ACTIVE
14505,TRUCK,RJ38LE8493,1431.0,ACTIVE
7536,,DL08EN3574,29.0,MAINTENANCE
19819,TRUCK,RJ22FW8236,1000.0,ACTIVE
26684,???,DL09LY4329,23.0,ACTIVE
17004,,RJ30IO1450,19.0,ACTIVE
7366,TRUCK,DL01MD5045,1339.0,ACTIVE
18210,BIKE,DL08VM5911,17.0,ACTIVE
1128,TRUCK,DL04QS8738,1941.0,ACTIVE
26835,SCOOTER,RJ21GO3927,35.0,ACTIVE
